train_id,origin,destination,travel_date,booking_date,class,seats_requested,booked
T139,JU,NDLS,2025-01-01,2024-12-21,SL,1,0
T134,SBC,MAS,2025-03-30,2025-03-27,3A,1,0
T101,MAS,SBC,2025-12-06,2025-08-30,SL,1,1
T133,LKO,CSTM,2025-04-17,2025-03-29,2A,1,0
T130,CSTM,MAS,2025-07-21,2025-04-22,3A,1,1
T101,JU,NDLS,2025-02-14,2024-10-24,3A,1,1
T102,NDLS,KOL,2025-06-16,2025-05-11,3A,1,0
T107,LKO,BCT,2025-09-30,2025-06-10,3A,1,1
T111,CSTM,SBC,2025-10-25,2025-10-05,SL,1,0
T100,HYD,PUNE,2025-10-14,2025-08-18,3A,1,1
T123,NDLS,CSTM,2025-05-27,2025-03-01,3A,1,1
T102,KOL,SBC,2025-06-12,2025-03-05,SL,1,1
T124,MAS,CSTM,2025-05-24,2025-03-10,2A,1,1
T139,LKO,MAS,2025-08-18,2025-05-19,3A,1,1
T137,PUNE,NDLS,2025-01-13,2025-01-02,SL,1,0
T134,SBC,KOL,2025-08-19,2025-06-10,2A,1,0
T110,HYD,MAS,2025-03-31,2025-01-18,2A,1,0
T118,HYD,CSTM,2025-12-25,2025-09-25,3A,1,1
T126,NDLS,BCT,2025-12-27,2025-08-30,3A,1,1
T110,SBC,MAS,2025-11-13,2025-10-08,SL,1,1
T102,HYD,KOL,2025-05-02,2025-04-22,2A,1,0
T114,KOL,BCT,2025-01-19,2024-12-03,3A,1,0
T120,KOL,NDLS,2025-06-11,2025-03-22,SL,1,0
T106,CSTM,NDLS,2025-02-19,2025-01-13,SL,1,0
T115,JU,BCT,2025-08-17,2025-07-13,3A,1,1
T117,NDLS,JU,2025-06-07,2025-05-14,SL,1,0
T126,NDLS,LKO,2025-05-17,2025-03-04,SL,1,0
T114,SBC,JU,2025-10-10,2025-07-29,1A,1,1
T131,LKO,NDLS,2025-08-27,2025-06-23,3A,1,1
T128,JU,PUNE,2025-03-04,2025-01-20,SL,1,0
T132,BCT,CSTM,2025-06-21,2025-05-18,2A,1,1
T101,NDLS,PUNE,2025-10-26,2025-07-17,1A,1,1
T101,CSTM,PUNE,2025-08-09,2025-05-31,2A,1,1
T129,KOL,HYD,2025-07-27,2025-06-26,SL,1,1
T136,KOL,JU,2025-10-03,2025-09-01,SL,1,1
T138,MAS,PUNE,2025-09-11,2025-07-05,3A,1,0
T135,MAS,KOL,2025-01-21,2025-01-02,1A,1,0
T105,BCT,NDLS,2025-12-29,2025-09-03,SL,1,1
T100,KOL,PUNE,2025-09-19,2025-08-24,2A,1,0
T125,HYD,MAS,2025-07-15,2025-04-07,2A,1,1
T123,PUNE,BCT,2025-01-10,2024-11-15,SL,1,1
T135,CSTM,KOL,2025-04-03,2025-01-29,3A,1,1
T100,LKO,PUNE,2025-03-21,2025-01-23,3A,1,0
T130,JU,CSTM,2025-09-30,2025-06-17,3A,1,1
T137,HYD,JU,2025-08-27,2025-06-20,3A,1,1
T100,BCT,NDLS,2025-10-13,2025-08-05,2A,1,1
T117,BCT,PUNE,2025-05-03,2025-04-08,SL,1,0
T132,CSTM,PUNE,2025-12-17,2025-08-25,SL,1,1
T125,BCT,MAS,2025-08-17,2025-06-10,2A,1,0
T105,BCT,PUNE,2025-02-13,2024-12-21,3A,1,1
T125,KOL,HYD,2025-05-02,2025-01-22,SL,1,1
T120,MAS,SBC,2025-07-17,2025-07-03,SL,1,1
T106,JU,SBC,2025-03-21,2025-01-28,3A,1,0
T125,JU,NDLS,2025-07-27,2025-04-18,3A,1,0
T105,JU,KOL,2025-03-20,2025-01-29,2A,1,1
T102,NDLS,MAS,2025-03-27,2025-02-19,SL,1,1
T116,NDLS,PUNE,2025-08-04,2025-06-28,3A,1,0
T123,PUNE,SBC,2025-03-08,2025-02-16,2A,1,0
T100,SBC,BCT,2025-10-13,2025-10-03,3A,1,0
T107,PUNE,JU,2025-09-30,2025-09-15,SL,1,1
T135,LKO,MAS,2025-04-27,2025-04-05,SL,1,0
T119,KOL,MAS,2025-07-07,2025-03-31,SL,1,0
T134,KOL,NDLS,2025-03-06,2024-12-16,2A,1,1
T108,PUNE,KOL,2025-11-10,2025-10-24,SL,1,0
T112,SBC,CSTM,2025-11-19,2025-08-24,3A,1,1
T132,HYD,KOL,2025-01-21,2024-10-19,3A,1,1
T125,KOL,JU,2025-10-22,2025-08-20,3A,1,1
T106,NDLS,BCT,2025-08-10,2025-04-21,SL,1,0
T125,BCT,JU,2025-07-18,2025-04-17,3A,1,1
T103,BCT,NDLS,2025-02-03,2024-11-11,3A,1,0
T126,JU,PUNE,2025-08-07,2025-08-06,3A,1,0
T102,NDLS,MAS,2025-06-19,2025-05-16,SL,1,0
T101,LKO,KOL,2025-10-10,2025-07-01,SL,1,1
T101,JU,LKO,2025-12-12,2025-09-01,SL,1,1
T105,CSTM,HYD,2025-09-30,2025-07-16,1A,1,1
T105,BCT,PUNE,2025-02-19,2025-01-02,SL,1,1
T138,HYD,JU,2025-12-23,2025-10-07,SL,1,1
T110,SBC,CSTM,2025-04-21,2025-02-25,SL,1,1
T126,HYD,LKO,2025-03-01,2024-12-26,3A,1,1
T110,BCT,SBC,2025-03-27,2025-01-21,2A,1,1
T123,PUNE,NDLS,2025-12-03,2025-11-21,3A,1,0
T103,MAS,JU,2025-10-14,2025-07-30,2A,1,1
T134,JU,SBC,2025-02-28,2025-02-08,SL,1,0
T114,BCT,LKO,2025-02-23,2025-02-11,SL,1,0
T131,HYD,SBC,2025-11-11,2025-07-20,3A,1,1
T113,JU,SBC,2025-09-23,2025-07-15,SL,1,1
T122,HYD,NDLS,2025-07-22,2025-07-14,SL,1,0
T137,MAS,JU,2025-08-09,2025-07-27,SL,1,0
T119,KOL,JU,2025-09-17,2025-08-14,3A,1,1
T125,BCT,HYD,2025-06-11,2025-04-18,2A,1,1
T120,KOL,LKO,2025-08-06,2025-05-30,SL,1,0
T121,KOL,JU,2025-03-18,2025-03-05,SL,1,1
T113,KOL,SBC,2025-07-31,2025-07-21,2A,1,0
T115,MAS,CSTM,2025-11-10,2025-08-26,SL,1,1
T137,BCT,PUNE,2025-05-12,2025-02-06,2A,1,0
T102,BCT,LKO,2025-12-16,2025-10-23,SL,1,1
T105,SBC,BCT,2025-12-01,2025-10-09,SL,1,1
T101,CSTM,JU,2025-09-06,2025-06-22,SL,1,1
T118,HYD,CSTM,2025-01-23,2025-01-21,2A,1,1
T116,KOL,PUNE,2025-01-09,2024-09-14,SL,1,1
T136,JU,SBC,2025-06-14,2025-03-20,SL,1,1
T125,NDLS,MAS,2025-03-05,2025-02-04,2A,1,1
T139,SBC,PUNE,2025-11-25,2025-11-24,SL,1,0
T119,NDLS,BCT,2025-02-17,2024-12-16,SL,1,1
T127,SBC,MAS,2025-04-25,2025-04-04,3A,1,1
T116,KOL,CSTM,2025-11-25,2025-08-14,SL,1,1
T117,HYD,BCT,2025-04-21,2025-03-06,2A,1,1
T119,PUNE,BCT,2025-02-15,2025-01-29,2A,1,0
T138,MAS,BCT,2025-03-07,2025-02-25,3A,1,1
T102,CSTM,MAS,2025-07-29,2025-05-30,3A,1,1
T110,HYD,SBC,2025-11-13,2025-10-21,2A,1,0
T129,JU,BCT,2025-06-30,2025-06-04,SL,1,0
T112,CSTM,JU,2025-06-23,2025-03-11,2A,1,1
T135,SBC,LKO,2025-04-18,2025-03-30,3A,1,1
T136,KOL,SBC,2025-02-08,2024-12-25,SL,1,0
T122,KOL,BCT,2025-02-21,2025-01-20,2A,1,0
T129,KOL,JU,2025-06-08,2025-02-22,3A,1,1
T118,KOL,LKO,2025-04-06,2025-03-18,3A,1,0
T136,MAS,CSTM,2025-12-27,2025-09-13,3A,1,1
T114,CSTM,MAS,2025-02-26,2024-11-02,SL,1,1
T111,MAS,BCT,2025-11-09,2025-10-02,SL,1,0
T107,HYD,NDLS,2025-10-27,2025-10-13,SL,1,1
T135,NDLS,MAS,2025-11-28,2025-08-19,3A,1,1
T131,PUNE,MAS,2025-08-31,2025-07-21,3A,1,1
T106,HYD,PUNE,2025-08-11,2025-07-15,SL,1,1
T134,BCT,HYD,2025-02-02,2024-12-15,3A,1,1
T121,PUNE,NDLS,2025-05-31,2025-02-13,2A,1,1
T131,JU,KOL,2025-07-27,2025-04-06,SL,1,0
T115,PUNE,KOL,2025-09-11,2025-09-04,3A,1,1
T133,SBC,LKO,2025-09-28,2025-07-12,SL,1,1
T132,JU,CSTM,2025-07-11,2025-07-10,SL,1,0
T104,JU,BCT,2025-10-25,2025-09-14,SL,1,1
T124,PUNE,CSTM,2025-07-05,2025-06-18,SL,1,1
T131,LKO,KOL,2025-08-02,2025-04-14,SL,1,0
T119,CSTM,JU,2025-03-03,2025-01-01,3A,1,1
T105,HYD,SBC,2025-04-19,2025-04-15,SL,1,0
T122,JU,KOL,2025-05-25,2025-01-31,3A,1,1
T110,NDLS,MAS,2025-06-05,2025-04-07,3A,1,1
T115,PUNE,KOL,2025-05-23,2025-05-17,3A,1,0
T110,JU,MAS,2025-03-29,2025-01-16,3A,1,0
T118,BCT,SBC,2025-06-29,2025-03-13,SL,1,1
T102,MAS,SBC,2025-06-05,2025-02-19,3A,1,1
T129,CSTM,BCT,2025-03-19,2024-11-27,SL,1,1
T135,JU,CSTM,2025-09-29,2025-08-11,SL,1,0
T110,KOL,SBC,2025-02-07,2025-01-04,SL,1,0
T138,MAS,SBC,2025-01-27,2024-10-19,SL,1,1
T120,JU,SBC,2025-01-25,2025-01-04,SL,1,1
T130,KOL,NDLS,2025-08-15,2025-06-15,SL,1,0
T104,BCT,HYD,2025-11-23,2025-10-15,3A,1,1
T102,PUNE,SBC,2025-12-24,2025-12-04,SL,1,1
T108,LKO,BCT,2025-08-01,2025-04-13,SL,1,1
T117,BCT,KOL,2025-12-23,2025-10-06,SL,1,0
T111,KOL,NDLS,2025-08-19,2025-07-14,2A,1,1
T120,HYD,JU,2025-12-25,2025-09-22,3A,1,1
T112,LKO,KOL,2025-07-12,2025-04-04,3A,1,1
T138,CSTM,SBC,2025-06-07,2025-05-07,SL,1,1
T115,CSTM,JU,2025-07-12,2025-05-17,3A,1,1
T126,PUNE,SBC,2025-08-22,2025-07-25,3A,1,0
T138,LKO,MAS,2025-06-30,2025-03-07,3A,1,1
T125,PUNE,MAS,2025-12-02,2025-10-26,SL,1,1
T138,MAS,HYD,2025-02-12,2024-10-28,SL,1,1
T133,KOL,LKO,2025-04-29,2025-01-20,SL,1,1
T120,BCT,CSTM,2025-06-19,2025-03-20,SL,1,1
T136,MAS,CSTM,2025-11-17,2025-08-16,SL,1,1
T125,KOL,JU,2025-05-17,2025-02-14,2A,1,1
T120,HYD,NDLS,2025-01-16,2024-10-30,SL,1,1
T113,MAS,PUNE,2025-07-14,2025-05-08,3A,1,0
T107,CSTM,KOL,2025-05-13,2025-02-18,SL,1,1
T125,LKO,NDLS,2025-07-13,2025-04-08,SL,1,1
T100,HYD,KOL,2025-08-31,2025-05-30,3A,1,1
T110,MAS,CSTM,2025-12-31,2025-09-05,3A,1,1
T134,JU,PUNE,2025-12-23,2025-09-23,2A,1,1
T112,PUNE,SBC,2025-06-07,2025-04-29,3A,1,1
T124,CSTM,KOL,2025-07-20,2025-05-17,3A,1,1
T136,KOL,JU,2025-11-20,2025-09-26,SL,1,0
T116,NDLS,PUNE,2025-06-11,2025-02-17,SL,1,1
T131,SBC,PUNE,2025-08-16,2025-07-25,2A,1,0
T109,BCT,MAS,2025-12-21,2025-10-23,SL,1,0
T133,SBC,LKO,2025-08-06,2025-07-13,SL,1,0
T103,CSTM,BCT,2025-07-12,2025-04-27,2A,1,0
T103,MAS,HYD,2025-03-08,2024-11-18,3A,1,1
T132,BCT,MAS,2025-01-20,2024-12-21,SL,1,1
T123,NDLS,KOL,2025-08-31,2025-05-13,3A,1,1
T101,HYD,PUNE,2025-12-08,2025-09-11,SL,1,1
T138,MAS,NDLS,2025-07-02,2025-05-09,2A,1,1
T102,PUNE,BCT,2025-11-14,2025-07-21,2A,1,1
T126,HYD,JU,2025-12-09,2025-11-08,SL,1,0
T119,HYD,LKO,2025-01-13,2024-11-25,SL,1,1
T100,JU,PUNE,2025-09-17,2025-08-14,SL,1,1
T119,MAS,PUNE,2025-08-01,2025-06-04,3A,1,1
T125,MAS,BCT,2025-06-06,2025-02-12,SL,1,1
T116,SBC,KOL,2025-08-09,2025-07-05,3A,1,1
T109,NDLS,KOL,2025-11-22,2025-10-29,3A,1,0
T135,CSTM,NDLS,2025-04-30,2025-04-28,SL,1,0
T123,LKO,NDLS,2025-10-17,2025-09-11,SL,1,0
T120,NDLS,CSTM,2025-12-13,2025-09-19,SL,1,0
T121,HYD,JU,2025-05-20,2025-05-16,SL,1,0
T121,NDLS,SBC,2025-06-15,2025-06-13,SL,1,0
T119,SBC,PUNE,2025-05-02,2025-01-18,SL,1,1
T124,MAS,LKO,2025-03-05,2025-02-22,SL,1,1
T109,LKO,PUNE,2025-06-18,2025-04-03,3A,1,1
T107,CSTM,KOL,2025-11-26,2025-09-05,2A,1,1
T133,HYD,CSTM,2025-06-25,2025-04-11,SL,1,1
T126,MAS,LKO,2025-05-02,2025-03-23,2A,1,0
T111,PUNE,SBC,2025-03-10,2025-01-28,SL,1,0
T109,MAS,SBC,2025-01-16,2024-11-01,SL,1,1
T127,PUNE,HYD,2025-05-17,2025-02-18,3A,1,1
T124,MAS,BCT,2025-06-11,2025-02-21,SL,1,0
T115,NDLS,JU,2025-07-10,2025-06-04,SL,1,1
T129,HYD,KOL,2025-01-16,2024-12-03,SL,1,1
T102,PUNE,BCT,2025-10-10,2025-10-04,2A,1,1
T118,PUNE,LKO,2025-03-09,2024-11-19,SL,1,1
T104,LKO,SBC,2025-03-07,2025-01-16,SL,1,1
T138,HYD,NDLS,2025-10-23,2025-09-24,3A,1,1
T121,HYD,JU,2025-04-14,2024-12-30,1A,1,0
T129,BCT,JU,2025-01-20,2024-11-20,SL,1,1
T139,NDLS,BCT,2025-02-25,2024-11-16,2A,1,1
T121,PUNE,JU,2025-04-20,2025-02-12,SL,1,1
T137,SBC,BCT,2025-03-23,2024-12-04,SL,1,1
T133,KOL,SBC,2025-07-14,2025-04-15,3A,1,1
T121,KOL,BCT,2025-07-06,2025-06-24,3A,1,0
T108,CSTM,BCT,2025-11-07,2025-09-24,SL,1,1
T115,JU,BCT,2025-12-31,2025-09-19,2A,1,1
T103,NDLS,PUNE,2025-04-14,2025-01-03,SL,1,1
T136,LKO,NDLS,2025-12-11,2025-09-23,SL,1,1
T124,SBC,BCT,2025-07-13,2025-05-22,2A,1,1
T132,JU,SBC,2025-06-12,2025-04-24,3A,1,1
T114,CSTM,JU,2025-08-06,2025-06-06,2A,1,1
T116,BCT,CSTM,2025-05-04,2025-02-07,3A,1,1
T123,JU,HYD,2025-11-15,2025-08-16,3A,1,1
T136,JU,NDLS,2025-07-25,2025-05-11,SL,1,1
T134,JU,HYD,2025-10-29,2025-07-22,SL,1,1
T104,JU,CSTM,2025-04-02,2025-01-28,3A,1,1
T118,PUNE,JU,2025-08-02,2025-05-01,3A,1,1
T127,PUNE,BCT,2025-10-08,2025-09-17,SL,1,0
T124,NDLS,CSTM,2025-04-10,2025-02-02,SL,1,1
T138,MAS,LKO,2025-09-07,2025-06-04,2A,1,1
T113,SBC,LKO,2025-10-20,2025-07-05,3A,1,1
T126,MAS,LKO,2025-12-25,2025-11-13,SL,1,1
T130,MAS,HYD,2025-09-20,2025-06-22,SL,1,0
T123,PUNE,LKO,2025-05-17,2025-04-01,1A,1,0
T137,BCT,JU,2025-09-03,2025-06-27,SL,1,0
T112,NDLS,SBC,2025-02-04,2024-10-09,SL,1,0
T116,LKO,KOL,2025-12-03,2025-09-13,SL,1,0
T127,HYD,KOL,2025-11-14,2025-07-28,SL,1,1
T102,BCT,LKO,2025-10-13,2025-08-26,2A,1,1
T122,HYD,LKO,2025-04-05,2025-02-15,2A,1,0
T139,BCT,KOL,2025-11-30,2025-11-08,SL,1,0
T108,MAS,HYD,2025-08-18,2025-04-28,SL,1,1
T132,JU,NDLS,2025-02-24,2024-12-14,SL,1,1
T125,LKO,KOL,2025-07-24,2025-05-02,3A,1,1
T117,PUNE,HYD,2025-09-29,2025-07-15,2A,1,0
T104,NDLS,KOL,2025-06-28,2025-06-12,1A,1,0
T116,PUNE,MAS,2025-01-15,2024-12-22,SL,1,1
T100,NDLS,MAS,2025-11-06,2025-08-09,SL,1,1
T110,JU,KOL,2025-03-06,2025-03-02,SL,1,0
T112,HYD,SBC,2025-05-24,2025-03-13,SL,1,0
T119,JU,CSTM,2025-02-23,2025-01-26,SL,1,0
T110,BCT,SBC,2025-07-24,2025-05-26,SL,1,1
T128,JU,LKO,2025-09-16,2025-06-24,SL,1,0
T139,BCT,JU,2025-12-22,2025-10-26,3A,1,1
T139,PUNE,HYD,2025-02-11,2025-01-27,1A,1,0
T136,MAS,HYD,2025-02-27,2024-12-07,2A,1,1
T132,SBC,NDLS,2025-11-11,2025-09-07,3A,1,1
T119,SBC,NDLS,2025-03-30,2024-12-26,SL,1,1
T109,CSTM,MAS,2025-09-23,2025-08-14,SL,1,0
T131,PUNE,CSTM,2025-06-30,2025-06-01,SL,1,1
T104,CSTM,MAS,2025-11-22,2025-07-31,SL,1,1
T131,MAS,PUNE,2025-05-20,2025-02-15,SL,1,1
T123,PUNE,KOL,2025-12-02,2025-09-13,SL,1,1
T121,HYD,PUNE,2025-12-05,2025-08-26,SL,1,1
T114,PUNE,MAS,2025-04-01,2025-01-13,SL,1,1
T104,PUNE,JU,2025-10-16,2025-08-05,2A,1,0
T124,MAS,PUNE,2025-07-12,2025-05-24,3A,1,1
T131,LKO,NDLS,2025-07-31,2025-07-01,SL,1,0
T105,PUNE,MAS,2025-10-31,2025-08-01,SL,1,0
T104,NDLS,CSTM,2025-06-12,2025-03-05,3A,1,1
T107,JU,NDLS,2025-10-08,2025-08-10,SL,1,1
T139,LKO,CSTM,2025-06-03,2025-05-26,SL,1,0
T101,HYD,MAS,2025-09-04,2025-06-29,SL,1,1
T124,BCT,HYD,2025-11-30,2025-10-22,SL,1,1
T119,JU,CSTM,2025-06-09,2025-03-22,1A,1,1
T126,JU,HYD,2025-07-24,2025-07-10,1A,1,0
T121,PUNE,JU,2025-05-17,2025-04-29,3A,1,1
T110,NDLS,BCT,2025-10-10,2025-10-05,3A,1,0
T129,HYD,SBC,2025-07-15,2025-06-06,SL,1,1
T127,NDLS,BCT,2025-02-27,2024-11-08,1A,1,0
T136,BCT,KOL,2025-06-04,2025-03-31,2A,1,0
T117,SBC,JU,2025-04-17,2025-03-07,3A,1,0
T100,JU,HYD,2025-11-07,2025-08-15,3A,1,1
T126,JU,CSTM,2025-01-07,2024-09-27,3A,1,1
T136,HYD,PUNE,2025-06-30,2025-03-29,SL,1,0
T132,LKO,KOL,2025-08-03,2025-05-18,SL,1,1
T137,PUNE,BCT,2025-03-03,2025-02-22,SL,1,0
T138,CSTM,NDLS,2025-10-25,2025-10-12,1A,1,0
T114,KOL,JU,2025-11-06,2025-07-25,2A,1,1
T110,LKO,NDLS,2025-02-06,2024-11-13,2A,1,1
T122,PUNE,SBC,2025-08-05,2025-04-25,SL,1,1
T114,PUNE,HYD,2025-12-29,2025-10-26,3A,1,1
T118,KOL,CSTM,2025-04-20,2025-04-01,3A,1,0
T111,JU,CSTM,2025-05-08,2025-01-20,3A,1,0
T137,PUNE,BCT,2025-04-08,2025-03-13,3A,1,0
T117,LKO,CSTM,2025-10-28,2025-09-15,3A,1,1
T139,LKO,PUNE,2025-06-08,2025-02-10,2A,1,1
T132,CSTM,LKO,2025-10-01,2025-08-04,SL,1,1
T113,NDLS,SBC,2025-10-22,2025-08-05,3A,1,0
T115,BCT,LKO,2025-08-12,2025-08-10,SL,1,0
T117,JU,PUNE,2025-02-17,2025-01-18,SL,1,1
T113,HYD,LKO,2025-03-01,2024-11-05,2A,1,0
T101,KOL,PUNE,2025-04-24,2025-04-18,2A,1,0
T136,PUNE,CSTM,2025-08-01,2025-05-09,SL,1,1
T129,NDLS,PUNE,2025-07-25,2025-04-10,SL,1,1
T133,PUNE,HYD,2025-10-02,2025-07-14,3A,1,1
T133,HYD,SBC,2025-03-28,2024-12-31,3A,1,1
T125,HYD,JU,2025-07-31,2025-04-19,2A,1,1
T122,CSTM,PUNE,2025-04-08,2025-01-22,3A,1,1
T117,LKO,JU,2025-06-03,2025-04-06,SL,1,0
T134,MAS,CSTM,2025-12-04,2025-08-24,SL,1,1
T100,LKO,KOL,2025-09-18,2025-05-31,SL,1,0
T104,CSTM,NDLS,2025-02-07,2024-11-30,3A,1,1
T107,PUNE,KOL,2025-06-02,2025-03-11,3A,1,0
T134,SBC,LKO,2025-12-19,2025-11-20,SL,1,0
T112,MAS,NDLS,2025-10-03,2025-07-21,2A,1,1
T114,PUNE,BCT,2025-06-23,2025-06-12,3A,1,0
T124,LKO,BCT,2025-09-11,2025-08-20,SL,1,0
T131,SBC,MAS,2025-10-22,2025-09-23,3A,1,0
T135,PUNE,NDLS,2025-12-21,2025-09-22,3A,1,1
T111,NDLS,CSTM,2025-05-26,2025-02-02,SL,1,1
T111,HYD,KOL,2025-08-06,2025-05-21,SL,1,1
T134,JU,HYD,2025-04-11,2025-04-06,3A,1,0
T133,PUNE,JU,2025-12-23,2025-12-13,2A,1,1
T130,LKO,CSTM,2025-10-20,2025-07-19,2A,1,1
T100,HYD,LKO,2025-04-14,2025-01-06,SL,1,1
T120,BCT,JU,2025-06-15,2025-03-20,SL,1,1
T114,LKO,MAS,2025-12-27,2025-09-07,SL,1,1
T125,MAS,KOL,2025-09-20,2025-08-25,SL,1,1
T112,PUNE,NDLS,2025-03-13,2025-03-07,SL,1,0
T108,JU,KOL,2025-10-24,2025-07-25,SL,1,1
T103,LKO,NDLS,2025-02-26,2025-02-11,SL,1,0
T118,MAS,CSTM,2025-11-11,2025-09-03,SL,1,1
T122,HYD,PUNE,2025-01-03,2024-09-24,SL,1,1
T116,NDLS,SBC,2025-10-04,2025-08-18,SL,1,1
T108,NDLS,PUNE,2025-09-29,2025-06-25,SL,1,1
T120,PUNE,KOL,2025-01-28,2025-01-02,SL,1,0
T100,PUNE,CSTM,2025-07-12,2025-07-03,SL,1,0
T120,BCT,NDLS,2025-08-11,2025-05-10,SL,1,0
T118,NDLS,PUNE,2025-09-19,2025-06-17,2A,1,1
T122,SBC,LKO,2025-08-30,2025-07-23,3A,1,1
T117,BCT,MAS,2025-04-19,2024-12-21,2A,1,1
T105,LKO,NDLS,2025-05-01,2025-01-13,SL,1,1
T121,KOL,MAS,2025-10-07,2025-07-06,SL,1,1
T109,SBC,CSTM,2025-05-20,2025-04-23,2A,1,0
T125,LKO,BCT,2025-04-04,2025-01-26,3A,1,1
T122,CSTM,JU,2025-09-21,2025-05-27,3A,1,0
T112,SBC,KOL,2025-09-28,2025-07-08,3A,1,1
T107,LKO,PUNE,2025-01-21,2024-11-11,SL,1,1
T110,LKO,JU,2025-10-01,2025-07-12,3A,1,1
T135,BCT,SBC,2025-06-04,2025-05-03,SL,1,1
T108,BCT,PUNE,2025-09-09,2025-06-07,3A,1,1
T105,KOL,BCT,2025-09-17,2025-07-15,3A,1,1
T108,KOL,BCT,2025-01-19,2024-09-22,SL,1,1
T123,CSTM,LKO,2025-04-04,2025-03-28,3A,1,0
T138,MAS,CSTM,2025-08-18,2025-06-10,3A,1,1
T113,MAS,PUNE,2025-01-11,2024-12-27,3A,1,1
T130,MAS,NDLS,2025-01-23,2025-01-21,SL,1,1
T112,MAS,HYD,2025-05-19,2025-01-24,3A,1,1
T138,MAS,SBC,2025-11-21,2025-08-06,2A,1,1
T101,LKO,CSTM,2025-06-07,2025-04-04,1A,1,1
T110,PUNE,KOL,2025-02-26,2024-11-24,SL,1,1
T110,PUNE,BCT,2025-06-08,2025-03-27,3A,1,1
T128,MAS,CSTM,2025-03-27,2024-12-31,2A,1,0
T105,MAS,NDLS,2025-02-16,2024-12-08,2A,1,1
T127,JU,BCT,2025-01-06,2024-12-29,SL,1,0
T107,LKO,HYD,2025-06-25,2025-06-20,2A,1,1
T110,CSTM,HYD,2025-10-03,2025-09-19,SL,1,0
T126,HYD,LKO,2025-04-19,2025-01-05,SL,1,1
T124,SBC,JU,2025-05-27,2025-04-08,SL,1,0
T119,CSTM,SBC,2025-11-30,2025-11-11,3A,1,1
T139,LKO,BCT,2025-10-26,2025-10-09,2A,1,0
T126,KOL,SBC,2025-03-01,2025-01-29,3A,1,1
T115,BCT,HYD,2025-06-01,2025-04-21,2A,1,0
T108,HYD,LKO,2025-05-11,2025-04-02,3A,1,1
T135,JU,NDLS,2025-04-19,2025-03-09,3A,1,1
T105,MAS,HYD,2025-10-17,2025-09-15,SL,1,0
T127,BCT,CSTM,2025-01-01,2024-11-25,SL,1,1
T123,HYD,MAS,2025-01-19,2024-11-05,SL,1,1
T126,BCT,MAS,2025-06-20,2025-04-09,SL,1,1
T124,PUNE,LKO,2025-10-22,2025-06-28,SL,1,0
T109,SBC,KOL,2025-06-01,2025-05-29,SL,1,0
T105,KOL,NDLS,2025-08-02,2025-05-25,3A,1,1
T111,JU,MAS,2025-09-07,2025-05-18,3A,1,1
T108,SBC,JU,2025-08-07,2025-07-23,1A,1,0
T112,JU,PUNE,2025-08-04,2025-06-30,SL,1,1
T119,KOL,CSTM,2025-01-18,2024-11-18,SL,1,1
T130,SBC,LKO,2025-04-14,2025-03-04,SL,1,0
T117,NDLS,HYD,2025-02-23,2025-01-20,SL,1,1
T118,NDLS,KOL,2025-01-21,2024-09-25,3A,1,1
T126,KOL,CSTM,2025-01-08,2024-12-08,SL,1,1
T109,HYD,JU,2025-05-31,2025-02-02,3A,1,1
T103,LKO,KOL,2025-08-12,2025-08-08,SL,1,0
T117,BCT,LKO,2025-05-11,2025-02-03,SL,1,1
T132,MAS,JU,2025-12-20,2025-10-07,SL,1,1
T136,LKO,SBC,2025-12-07,2025-10-06,SL,1,1
T123,HYD,PUNE,2025-11-15,2025-09-25,SL,1,1
T102,SBC,HYD,2025-03-23,2024-12-24,SL,1,1
T132,MAS,LKO,2025-08-25,2025-07-31,3A,1,1
T107,NDLS,KOL,2025-07-14,2025-05-19,2A,1,0
T121,MAS,HYD,2025-07-21,2025-07-02,3A,1,1
T138,JU,MAS,2025-12-16,2025-08-22,SL,1,1
T118,CSTM,SBC,2025-11-12,2025-09-19,SL,1,1
T131,KOL,BCT,2025-09-30,2025-07-18,SL,1,0
T118,MAS,NDLS,2025-03-18,2025-02-03,SL,1,1
T125,LKO,HYD,2025-10-30,2025-10-10,3A,1,1
T133,HYD,KOL,2025-12-19,2025-09-08,3A,1,1
T112,SBC,CSTM,2025-11-29,2025-09-15,SL,1,1
T131,SBC,MAS,2025-09-01,2025-06-29,1A,1,1
T103,PUNE,KOL,2025-02-23,2024-11-07,SL,1,1
T123,MAS,KOL,2025-04-08,2025-01-31,SL,1,1
T106,JU,SBC,2025-12-04,2025-09-06,SL,1,0
T129,KOL,HYD,2025-07-19,2025-05-16,2A,1,0
T137,PUNE,HYD,2025-06-02,2025-04-06,3A,1,1
T123,PUNE,JU,2025-12-27,2025-09-22,SL,1,1
T122,MAS,BCT,2025-03-07,2025-01-06,SL,1,1
T114,KOL,HYD,2025-07-02,2025-05-08,SL,1,1
T128,LKO,CSTM,2025-12-21,2025-10-19,3A,1,1
T135,KOL,SBC,2025-03-16,2025-02-21,SL,1,0
T118,PUNE,SBC,2025-08-24,2025-08-07,SL,1,1
T108,HYD,CSTM,2025-05-01,2025-03-25,SL,1,1
T121,JU,LKO,2025-09-30,2025-07-25,2A,1,0
T122,CSTM,PUNE,2025-09-30,2025-08-12,SL,1,0
T117,NDLS,KOL,2025-04-18,2025-02-14,SL,1,1
